address;source_location;insn;indent
0x31e3a;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:211;VMOVUPD	(%R14,%RAX,1),%YMM10;
0x31e40;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:213;VMOVUPD	(%RBX,%RAX,1),%YMM14;
0x31e45;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:211;VMULPD	(%R8,%RAX,1),%YMM10,%YMM11;
0x31e4b;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:213;VSUBPD	(%R11,%RAX,1),%YMM14,%YMM15;
0x31e51;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:214;VADDPD	(%R10,%RAX,1),%YMM10,%YMM0;
0x31e57;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:214;VSUBPD	(%R9,%RAX,1),%YMM0,%YMM1;
0x31e5d;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:212;VSUBPD	(%R13,%RAX,1),%YMM11,%YMM12;
0x31e64;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:213;VFMADD132PD	(%RDI,%RAX,1),%YMM15,%YMM11;
0x31e6a;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:212;VADDPD	(%R12,%RAX,1),%YMM12,%YMM13;
0x31e70;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:213;VDIVPD	%YMM13,%YMM11,%YMM4;
0x31e75;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:215;VDIVPD	%YMM1,%YMM13,%YMM2;
0x31e79;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:215;VMOVUPD	%YMM2,(%R8,%RAX,1);
0x31e7f;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:216;VMOVUPD	%YMM4,(%RDI,%RAX,1);
0x31e84;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:211;VMOVUPD	0x20(%R14,%RAX,1),%YMM6;
0x31e8b;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:213;VMOVUPD	0x20(%RBX,%RAX,1),%YMM5;
0x31e91;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:211;VMULPD	0x20(%R8,%RAX,1),%YMM6,%YMM7;
0x31e98;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:213;VSUBPD	0x20(%R11,%RAX,1),%YMM5,%YMM9;
0x31e9f;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:214;VADDPD	0x20(%R10,%RAX,1),%YMM6,%YMM10;
0x31ea6;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:214;VSUBPD	0x20(%R9,%RAX,1),%YMM10,%YMM11;
0x31ead;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:212;VSUBPD	0x20(%R13,%RAX,1),%YMM7,%YMM3;
0x31eb4;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:213;VFMADD132PD	0x20(%RDI,%RAX,1),%YMM9,%YMM7;
0x31ebb;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:212;VADDPD	0x20(%R12,%RAX,1),%YMM3,%YMM8;
0x31ec2;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:215;VDIVPD	%YMM11,%YMM8,%YMM12;
0x31ec7;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:213;VDIVPD	%YMM8,%YMM7,%YMM13;
0x31ecc;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:215;VMOVUPD	%YMM12,0x20(%R8,%RAX,1);
0x31ed3;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:216;VMOVUPD	%YMM13,0x20(%RDI,%RAX,1);
0x31ed9;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:216;ADD	$0x40,%RAX;
0x31edd;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:216;CMP	%RAX,0x50(%RSP);
0x31ee2;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:216;JNE	31e3a <_Z17advec_cell_kerneliiiiiiRN6clover8Buffer1DIdEES2_RNS_8Buffer2DIdEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_._omp_fn.7+0x2da>;
