address;source_location;insn;indent
0x4bbc0;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;ENDBR64;
0x4bbc4;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;PUSH	%RBP;
0x4bbc5;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;MOV	%RSP,%RBP;
0x4bbc8;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;PUSH	%R15;
0x4bbca;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;PUSH	%R14;
0x4bbcc;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;PUSH	%R13;
0x4bbce;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;PUSH	%R12;
0x4bbd0;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;PUSH	%RBX;
0x4bbd1;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;AND	$-0x20,%RSP;
0x4bbd5;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:34;SUB	$0x60,%RSP;
0x4bbd9;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:35;MOV	0x28(%RDI),%EAX;
0x4bbdc;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:35;MOV	0x2c(%RDI),%EDX;
0x4bbdf;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;MOV	0x20(%RDI),%EBX;
0x4bbe2;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;MOV	0x24(%RDI),%ECX;
0x4bbe5;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:35;ADD	$0x2,%EDX;
0x4bbe8;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:35;LEA	0x1(%RAX),%R15D;
0x4bbec;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;LEA	0x1(%RBX),%ESI;
0x4bbef;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:35;MOV	%EDX,0x38(%RSP);
0x4bbf3;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;MOV	%ESI,0x34(%RSP);
0x4bbf7;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;CMP	%EDX,%R15D;
0x4bbfa;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;JGE	4c033 <_Z13revert_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_._omp_fn.0+0x473>;
0x4bc00;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;MOV	%EDX,%EBX;
0x4bc02;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;LEA	0x2(%RCX),%R14D;
0x4bc06;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;SUB	%R15D,%EBX;
0x4bc09;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;CMP	%R14D,%ESI;
0x4bc0c;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;JGE	4c033 <_Z13revert_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_._omp_fn.0+0x473>;
0x4bc12;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;MOV	%RDI,%R13;
0x4bc15;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;MOV	%R14D,%EDI;
0x4bc18;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;SUB	%ESI,%EDI;
0x4bc1a;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;MOV	%EDI,0x3c(%RSP);
0x4bc1e;/home/penda/aoc/CloverLeaf/src/omp/revert.cpp:36;CALL	3b00 <.plt.sec@start+0x530>;
