address;source_location;insn;indent
0x41308;/home/penda/aoc/CloverLeaf/src/omp/ideal_gas.cpp:41;CMP	%EAX,%ESI;
0x4130a;/home/penda/aoc/CloverLeaf/src/omp/ideal_gas.cpp:41;CMOVA	%EAX,%ESI;
0x4130d;/home/penda/aoc/CloverLeaf/src/omp/ideal_gas.cpp:41;LEA	(%RDI,%RSI,1),%R13D;
0x41311;/home/penda/aoc/CloverLeaf/src/omp/ideal_gas.cpp:41;MOV	%R13D,0x48(%RSP);
0x41316;/home/penda/aoc/CloverLeaf/src/omp/ideal_gas.cpp:41;CMP	%R13D,%EDI;
0x41319;/home/penda/aoc/CloverLeaf/src/omp/ideal_gas.cpp:41;JAE	4166e <_Z16ideal_gas_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_._omp_fn.0+0x47e>;
0x4131f;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x18(%RSP),%RAX;
0x41324;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RSP),%R9;
0x41329;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	-0x1(%RSI),%R15D;
0x4132d;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x28(%RSP),%RCX;
0x41332;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x20(%RSP),%RDI;
0x41337;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%RAX),%R14;
0x4133a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%R9),%R13;
0x4133d;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RCX),%R12;
0x41341;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%RDI),%RDX;
0x41344;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R8,%R14;
0x41348;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%RCX),%RCX;
0x4134b;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RDI),%RBX;
0x4134f;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R8,%R13;
