address;source_location;insn;indent
0x3f590;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;ENDBR64;
0x3f594;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;PUSH	%RBP;
0x3f595;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%RSP,%RBP;
0x3f598;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;PUSH	%R15;
0x3f59a;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;PUSH	%R14;
0x3f59c;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;PUSH	%R13;
0x3f59e;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;PUSH	%R12;
0x3f5a0;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;PUSH	%RBX;
0x3f5a1;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;AND	$-0x20,%RSP;
0x3f5a5;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;ADD	$-0x80,%RSP;
0x3f5a9;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	0x2c(%RDI),%R15D;
0x3f5ad;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	0x28(%RDI),%R14D;
0x3f5b1;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%R15D,0x38(%RSP);
0x3f5b6;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%R14D,0x34(%RSP);
0x3f5bb;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;TEST	%R15D,%R15D;
0x3f5be;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;JLE	3f9f3 <_Z14generate_chunkiR16global_variables._omp_fn.0+0x463>;
0x3f5c4;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;TEST	%R14D,%R14D;
0x3f5c7;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;JLE	3f9f3 <_Z14generate_chunkiR16global_variables._omp_fn.0+0x463>;
0x3f5cd;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%RDI,%RBX;
0x3f5d0;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;CALL	3b00 <.plt.sec@start+0x530>;
0x3f5d5;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%EAX,%R12D;
0x3f5d8;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;CALL	39f0 <.plt.sec@start+0x420>;
0x3f5dd;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;XOR	%EDX,%EDX;
0x3f5df;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%EAX,%ECX;
0x3f5e1;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%R15D,%EAX;
0x3f5e4;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;IMUL	%R14D,%EAX;
0x3f5e8;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;DIV	%R12D;
0x3f5eb;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%EAX,%R15D;
0x3f5ee;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;CMP	%EDX,%ECX;
0x3f5f0;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;JB	3fa14 <_Z14generate_chunkiR16global_variables._omp_fn.0+0x484>;
0x3f5f6;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;IMUL	%R15D,%ECX;
0x3f5fa;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;ADD	%EDX,%ECX;
0x3f5fc;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;LEA	(%R15,%RCX,1),%EDI;
0x3f600;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%EDI,0x30(%RSP);
0x3f604;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;CMP	%EDI,%ECX;
0x3f606;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;JAE	3f9f3 <_Z14generate_chunkiR16global_variables._omp_fn.0+0x463>;
0x3f60c;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	0x34(%RSP),%R8D;
0x3f611;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;MOV	%ECX,%EAX;
0x3f613;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:74;XOR	%EDX,%EDX;
0x3f615;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;MOV	0x8(%RBX),%R9;
0x3f619;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:78;MOV	(%RBX),%R10;
0x3f61c;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:79;MOV	0x10(%RBX),%R11;
0x3f620;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:79;DIV	%R8D;
0x3f623;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:80;MOV	0x18(%RBX),%R13;
0x3f627;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;MOV	%R9,0x28(%RSP);
0x3f62c;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:78;MOV	%R10,0x20(%RSP);
0x3f631;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:79;MOV	%R11,0x18(%RSP);
0x3f636;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:80;MOV	%R13,0x10(%RSP);
0x3f63b;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:80;CLTQ;
0x3f63d;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:80;SUB	%EDX,%R8D;
0x3f640;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:80;MOV	%EDX,0x58(%RSP);
0x3f644;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:80;MOV	%RAX,0x50(%RSP);
0x3f649;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:80;MOV	%R8D,%EDX;
0x3f64c;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;MOV	0x20(%RBX),%R8;
0x3f650;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;CMP	%EDX,%R15D;(297) 
0x3f653;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;CMOVBE	%R15D,%EDX;(297) 
0x3f657;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;LEA	(%RCX,%RDX,1),%ESI;(297) 
0x3f65a;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;MOV	%EDX,0x5c(%RSP);(297) 
0x3f65e;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;MOV	%ESI,0x3c(%RSP);(297) 
0x3f662;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;CMP	%ESI,%ECX;(297) 
0x3f664;/home/penda/aoc/CloverLeaf/src/omp/generate_chunk.cpp:77;JAE	3f9c4 <_Z14generate_chunkiR16global_variables._omp_fn.0+0x434>;(297) 
0x3f66a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x50(%RSP),%R12;(297) 
0x3f66f;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;MOV	0x28(%RSP),%RCX;(297) 
0x3f674;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;MOV	0x18(%RSP),%RAX;(297) 
0x3f679;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x30(%R8),%R9;(297) 
0x3f67d;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%R8),%R14;(297) 
0x3f680;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0xa8(%R8),%R13;(297) 
0x3f687;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R12,%R9;(297) 
0x3f68b;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;MOV	0x8(%RCX),%RDI;(297) 
0x3f68f;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;MOV	0x8(%RAX),%RCX;(297) 
0x3f693;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R12,%R14;(297) 
0x3f697;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x5c(%RSP),%EAX;(297) 
0x3f69b;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;MOV	0x20(%RSP),%R15;(297) 
0x3f6a0;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R12,%R13;(297) 
0x3f6a4;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;MOV	0x10(%RSP),%RDX;(297) 
0x3f6a9;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x40(%R8),%RBX;(297) 
0x3f6ad;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	0xd8(%R8),%R12;(297) 
0x3f6b5;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;DEC	%EAX;(297) 
0x3f6b7;/home/penda/aoc/CloverLeaf/src/omp/context.h:46;MOV	0x8(%R15),%RSI;(297) 
