address;source_location;insn;indent
0x30780;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;ENDBR64;
0x30784;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;PUSH	%RBP;
0x30785;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;MOV	%RSP,%RBP;
0x30788;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;PUSH	%R15;
0x3078a;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;PUSH	%R14;
0x3078c;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;PUSH	%R13;
0x3078e;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;MOV	%RDI,%R13;
0x30791;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;PUSH	%R12;
0x30793;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;PUSH	%RBX;
0x30794;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;AND	$-0x20,%RSP;
0x30798;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:54;SUB	$0x60,%RSP;
0x3079c;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:55;MOV	0x28(%RDI),%EAX;
0x3079f;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:55;MOV	0x2c(%RDI),%EDX;
0x307a2;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	0x20(%RDI),%EBX;
0x307a5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	0x24(%R13),%ECX;
0x307a9;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:55;ADD	$0x4,%EDX;
0x307ac;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:55;LEA	-0x1(%RAX),%R15D;
0x307b0;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;LEA	-0x1(%RBX),%EDI;
0x307b3;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:55;MOV	%EDX,0x34(%RSP);
0x307b7;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%EDI,0x30(%RSP);
0x307bb;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;CMP	%EDX,%R15D;
0x307be;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;JGE	30b73 <_Z17advec_cell_kerneliiiiiiRN6clover8Buffer1DIdEES2_RNS_8Buffer2DIdEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_._omp_fn.1+0x3f3>;
0x307c4;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%EDX,%EBX;
0x307c6;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;LEA	0x4(%RCX),%R14D;
0x307ca;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;SUB	%R15D,%EBX;
0x307cd;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;CMP	%R14D,%EDI;
0x307d0;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;JGE	30b73 <_Z17advec_cell_kerneliiiiiiRN6clover8Buffer1DIdEES2_RNS_8Buffer2DIdEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_._omp_fn.1+0x3f3>;
0x307d6;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%R14D,%ESI;
0x307d9;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;SUB	%EDI,%ESI;
0x307db;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%ESI,0x38(%RSP);
0x307df;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;CALL	3b00 <.plt.sec@start+0x530>;
0x307e4;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%EAX,%R12D;
0x307e7;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;CALL	39f0 <.plt.sec@start+0x420>;
0x307ec;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;XOR	%EDX,%EDX;
0x307ee;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%EAX,%ECX;
0x307f0;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	0x38(%RSP),%EAX;
0x307f4;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;IMUL	%EBX,%EAX;
0x307f7;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;DIV	%R12D;
0x307fa;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%EAX,%R12D;
0x307fd;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;CMP	%EDX,%ECX;
0x307ff;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;JB	30b94 <_Z17advec_cell_kerneliiiiiiRN6clover8Buffer1DIdEES2_RNS_8Buffer2DIdEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_._omp_fn.1+0x414>;
0x30805;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;IMUL	%R12D,%ECX;
0x30809;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;ADD	%EDX,%ECX;
0x3080b;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;LEA	(%R12,%RCX,1),%R8D;
0x3080f;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%R8D,0x2c(%RSP);
0x30814;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;CMP	%R8D,%ECX;
0x30817;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;JAE	30b73 <_Z17advec_cell_kerneliiiiiiRN6clover8Buffer1DIdEES2_RNS_8Buffer2DIdEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_._omp_fn.1+0x3f3>;
0x3081d;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	%ECX,%EAX;
0x3081f;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;XOR	%EDX,%EDX;
0x30821;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:56;MOV	0x30(%RSP),%R9D;
