address;source_location;insn;indent
0x3b040;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;ENDBR64;
0x3b044;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;PUSH	%RBP;
0x3b045;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;MOV	%RSP,%RBP;
0x3b048;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;PUSH	%R15;
0x3b04a;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;PUSH	%R14;
0x3b04c;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;PUSH	%R13;
0x3b04e;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;PUSH	%R12;
0x3b050;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;PUSH	%RBX;
0x3b051;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;MOV	%RDI,%RBX;
0x3b054;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;AND	$-0x20,%RSP;
0x3b058;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;SUB	$0x5e0,%RSP;
0x3b05f;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;MOV	%FS:0x28,%RAX;
0x3b068;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;MOV	%RAX,0x5d8(%RSP);
0x3b070;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;MOV	0x80(%RDI),%EAX;
0x3b076;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;LEA	0x1(%RAX),%R13D;
0x3b07a;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;CALL	3b00 <.plt.sec@start+0x530>;
0x3b07f;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;MOV	%EAX,%R12D;
0x3b082;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;CALL	39f0 <.plt.sec@start+0x420>;
0x3b087;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;MOV	%EAX,%ECX;
0x3b089;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;MOV	0x84(%RBX),%EAX;
0x3b08f;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;ADD	$0x2,%EAX;
0x3b092;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;SUB	%R13D,%EAX;
0x3b095;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;CLTD;
0x3b096;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;IDIV	%R12D;
0x3b099;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;CMP	%EDX,%ECX;
0x3b09b;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;JL	3c655 <_Z14calc_dt_kerneliiiidddddRN6clover8Buffer2DIdEES2_RNS_8Buffer1DIdEES5_S5_S5_S2_S2_S2_S2_S2_S2_S2_S2_RdRiS6_S6_S7_S7_S7_._omp_fn.0+0x1615>;
0x3b0a1;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;IMUL	%EAX,%ECX;
0x3b0a4;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;ADD	%ECX,%EDX;
0x3b0a6;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;ADD	%EDX,%EAX;
0x3b0a8;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;CMP	%EAX,%EDX;
0x3b0aa;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;JGE	3c58d <_Z14calc_dt_kerneliiiidddddRN6clover8Buffer2DIdEES2_RNS_8Buffer1DIdEES5_S5_S5_S2_S2_S2_S2_S2_S2_S2_S2_RdRiS6_S6_S7_S7_S7_._omp_fn.0+0x154d>;
0x3b0b0;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:51;VMOVSD	0x8(%RBX),%XMM1;
0x3b0b5;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:55;MOV	0x40(%RBX),%RSI;
0x3b0b9;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:55;LEA	(%R13,%RDX,1),%EDI;
0x3b0be;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:55;ADD	%R13D,%EAX;
0x3b0c1;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:56;MOV	0x58(%RBX),%R14;
0x3b0c5;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:57;MOV	0x48(%RBX),%R15;
0x3b0c9;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:57;MOV	%EAX,0x58(%RSP);
0x3b0cd;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:57;MOV	0x78(%RBX),%R8D;
0x3b0d1;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:57;VADDSD	%XMM1,%XMM1,%XMM3;
0x3b0d5;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:57;MOV	0x7c(%RBX),%R11D;
0x3b0d9;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:55;MOV	%RSI,0x98(%RSP);
0x3b0e1;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:59;MOV	0x30(%RBX),%R13;
0x3b0e5;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:66;MOV	0x60(%RBX),%RAX;
0x3b0e9;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:56;MOV	%R14,0xd0(%RSP);
0x3b0f1;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:57;MOV	%R15,0xc8(%RSP);
0x3b0f9;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;VMOVSD	0x18(%RBX),%XMM2;
0x3b0fe;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;MOVSXD	%EDI,%R15;
0x3b101;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:53;LEA	0x1(%R8),%R9D;
0x3b105;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:50;VMOVSD	(%RBX),%XMM0;
0x3b109;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:60;MOV	0x38(%RBX),%R12;
0x3b10d;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:53;LEA	0x2(%R11),%R10D;
0x3b111;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:53;MOV	%EDI,0x5c(%RSP);
0x3b115;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:62;MOV	0x50(%RBX),%RCX;
0x3b119;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:66;MOV	0x20(%RBX),%RDX;
0x3b11d;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:66;SUB	%R8D,%R11D;
0x3b120;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:59;MOV	%R13,0x40(%RSP);
0x3b125;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:71;MOV	0x68(%RBX),%RSI;
0x3b129;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:71;MOV	0x28(%RBX),%R14;
0x3b12d;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:71;LEA	0x1(%R15),%RDI;
0x3b131;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:71;LEA	0x2(%R8),%R13D;
0x3b135;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:71;CMP	%R13D,%R10D;
0x3b138;/home/penda/aoc/CloverLeaf/src/omp/calc_dt.cpp:53;MOV	%R9D,0x378(%RSP);
