address;source_location;insn;indent
0x4d3d0;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R14,%RDI;
0x4d3d3;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%RDX,%RDI;
0x4d3d7;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;CMPL	$0x2,0x1c(%RSP);
0x4d3dc;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;JBE	4d773 <_Z18update_halo_kerneliiiiRKSt5arrayIiLm4EES2_R10field_typePKii._omp_fn.6+0x453>;
0x4d3e2;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	0x10(,%RDI,8),%R8;
0x4d3ea;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RSI,%R8,1),%RAX;
0x4d3ee;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	-0x20(%RSI,%R8,1),%RCX;
0x4d3f3;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	-0x20(%R11),%R8;
0x4d3f7;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%R11,%RAX,1),%R15;
0x4d3fb;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;SHR	$0x5,%R8;
0x4d3ff;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;INC	%R8;
0x4d402;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;AND	$0x7,%R8D;
0x4d406;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;JE	4d4b3 <_Z18update_halo_kerneliiiiRKSt5arrayIiLm4EES2_R10field_typePKii._omp_fn.6+0x193>;
0x4d40c;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;CMP	$0x1,%R8;
0x4d410;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;JE	4d497 <_Z18update_halo_kerneliiiiRKSt5arrayIiLm4EES2_R10field_typePKii._omp_fn.6+0x177>;
0x4d416;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;CMP	$0x2,%R8;
0x4d41a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;JE	4d484 <_Z18update_halo_kerneliiiiRKSt5arrayIiLm4EES2_R10field_typePKii._omp_fn.6+0x164>;
0x4d41c;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;CMP	$0x3,%R8;
