address;source_location;insn;indent
0x30ba0;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;ENDBR64;
0x30ba4;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;PUSH	%RBP;
0x30ba5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;MOV	%RSP,%RBP;
0x30ba8;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;PUSH	%R15;
0x30baa;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;PUSH	%R14;
0x30bac;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;PUSH	%R13;
0x30bae;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;PUSH	%R12;
0x30bb0;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;PUSH	%RBX;
0x30bb1;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;AND	$-0x20,%RSP;
0x30bb5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:117;SUB	$0xc0,%RSP;
0x30bbc;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:118;MOV	0x38(%RDI),%EAX;
0x30bbf;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:118;MOV	0x3c(%RDI),%EBX;
0x30bc2;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;MOV	0x30(%RDI),%ECX;
0x30bc5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;MOV	0x34(%RDI),%EDX;
0x30bc8;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:118;ADD	$0x2,%EBX;
0x30bcb;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:118;LEA	0x1(%RAX),%R15D;
0x30bcf;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;INC	%ECX;
0x30bd1;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:118;MOV	%EBX,0x4c(%RSP);
0x30bd5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;MOV	%ECX,0x48(%RSP);
0x30bd9;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;CMP	%EBX,%R15D;
0x30bdc;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;JGE	31103 <_Z17advec_cell_kerneliiiiiiRN6clover8Buffer1DIdEES2_RNS_8Buffer2DIdEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_._omp_fn.3+0x563>;
0x30be2;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;MOV	%EBX,%R13D;
0x30be5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;LEA	0x2(%RDX),%R14D;
0x30be9;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;SUB	%R15D,%R13D;
0x30bec;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;CMP	%R14D,%ECX;
0x30bef;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;JGE	31103 <_Z17advec_cell_kerneliiiiiiRN6clover8Buffer1DIdEES2_RNS_8Buffer2DIdEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_._omp_fn.3+0x563>;
0x30bf5;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;MOV	%R14D,%ESI;
0x30bf8;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;MOV	%RDI,%RBX;
0x30bfb;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;SUB	%ECX,%ESI;
0x30bfd;/home/penda/aoc/CloverLeaf/src/omp/advec_cell.cpp:119;MOV	%ESI,0x58(%RSP);
