address;source_location;insn;indent
0x36d20;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;ENDBR64;
0x36d24;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;PUSH	%RBP;
0x36d25;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;MOV	%RSP,%RBP;
0x36d28;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;PUSH	%R15;
0x36d2a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;PUSH	%R14;
0x36d2c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;PUSH	%R13;
0x36d2e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;PUSH	%R12;
0x36d30;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;PUSH	%RBX;
0x36d31;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;AND	$-0x20,%RSP;
0x36d35;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;SUB	$0x100,%RSP;
0x36d3c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:168;MOV	0x34(%RDI),%EAX;
0x36d3f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	0x28(%RDI),%EDX;
0x36d42;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:167;MOV	0x30(%RDI),%R12D;
0x36d46;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	0x2c(%RDI),%EBX;
0x36d49;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:168;ADD	$0x4,%EAX;
0x36d4c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;LEA	0x1(%RDX),%ECX;
0x36d4f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:168;MOV	%EAX,0x68(%RSP);
0x36d53;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%ECX,0x64(%RSP);
0x36d57;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;CMP	%EAX,%R12D;
0x36d5a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;JGE	373ab <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.9+0x68b>;
0x36d60;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%EAX,%R14D;
0x36d63;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;LEA	0x3(%RBX),%R15D;
0x36d67;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;SUB	%R12D,%R14D;
0x36d6a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;CMP	%R15D,%ECX;
0x36d6d;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;JGE	373ab <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.9+0x68b>;
0x36d73;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%R15D,%ESI;
0x36d76;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%RDI,%RBX;
0x36d79;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;SUB	%ECX,%ESI;
0x36d7b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%ESI,0x6c(%RSP);
0x36d7f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;CALL	3b00 <.plt.sec@start+0x530>;
0x36d84;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%EAX,%R13D;
0x36d87;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;CALL	39f0 <.plt.sec@start+0x420>;
0x36d8c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	0x6c(%RSP),%EDI;
0x36d90;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;XOR	%EDX,%EDX;
0x36d92;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%EAX,%ECX;
0x36d94;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;IMUL	%EDI,%R14D;
0x36d98;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%R14D,%EAX;
0x36d9b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;DIV	%R13D;
0x36d9e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%EAX,%R14D;
0x36da1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;CMP	%EDX,%ECX;
0x36da3;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;JB	373ce <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.9+0x6ae>;
0x36da9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;IMUL	%R14D,%ECX;
0x36dad;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;ADD	%EDX,%ECX;
0x36daf;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;LEA	(%R14,%RCX,1),%R8D;
0x36db3;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%R8D,0x60(%RSP);
0x36db8;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;CMP	%R8D,%ECX;
0x36dbb;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;JAE	373ab <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.9+0x68b>;
0x36dc1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	%ECX,%EAX;
0x36dc3;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;XOR	%EDX,%EDX;
0x36dc5;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:169;MOV	0x64(%RSP),%R9D;
0x36dca;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:170;MOV	(%RBX),%R10;
0x36dcd;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:170;DIVL	0x6c(%RSP);
0x36dd1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:170;MOV	0x20(%RBX),%R11;
0x36dd5;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:172;MOV	0x8(%RBX),%RSI;
0x36dd9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:170;VMOVSD	0x3b0ef(%RIP),%XMM3;
0x36de1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:170;MOV	%R10,0x38(%RSP);
0x36de6;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:170;MOV	%R11,0x30(%RSP);
0x36deb;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:172;MOV	%RSI,0x20(%RSP);
0x36df0;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:172;MOV	%R15D,%R13D;
