address;source_location;insn;indent
0x35e60;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;ENDBR64;
0x35e64;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;PUSH	%RBP;
0x35e65;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;MOV	%RSP,%RBP;
0x35e68;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;PUSH	%R15;
0x35e6a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;PUSH	%R14;
0x35e6c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;PUSH	%R13;
0x35e6e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;PUSH	%R12;
0x35e70;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;PUSH	%RBX;
0x35e71;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;AND	$-0x20,%RSP;
0x35e75;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;SUB	$0x100,%RSP;
0x35e7c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	0x30(%RDI),%EAX;
0x35e7f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	0x34(%RDI),%EDX;
0x35e82;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;MOV	0x28(%RDI),%ECX;
0x35e85;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:97;MOV	0x2c(%RDI),%ESI;
0x35e88;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;ADD	$0x3,%EDX;
0x35e8b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;LEA	0x1(%RAX),%R12D;
0x35e8f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:95;MOV	%ECX,0x6c(%RSP);
0x35e93;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	%EDX,0x70(%RSP);
0x35e97;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;CMP	%EDX,%R12D;
0x35e9a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;JGE	364e3 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.5+0x683>;
0x35ea0;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	%EDX,%R14D;
0x35ea3;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;LEA	0x4(%RSI),%R15D;
0x35ea7;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;SUB	%R12D,%R14D;
0x35eaa;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;CMP	%R15D,%ECX;
0x35ead;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;JGE	364e3 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.5+0x683>;
0x35eb3;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	%RDI,%RBX;
0x35eb6;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	%R15D,%EDI;
0x35eb9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;SUB	%ECX,%EDI;
0x35ebb;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	%EDI,0x74(%RSP);
0x35ebf;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;CALL	3b00 <.plt.sec@start+0x530>;
0x35ec4;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	%EAX,%R13D;
0x35ec7;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;CALL	39f0 <.plt.sec@start+0x420>;
0x35ecc;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;XOR	%EDX,%EDX;
0x35ece;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	%EAX,%EDI;
0x35ed0;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:96;MOV	0x74(%RSP),%EAX;
