address;source_location;insn;indent
0x3e6f0;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:77;MOV	%R8D,%EAX;
0x3e6f3;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:78;MOV	0x40(%RSP),%ESI;
0x3e6f7;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:77;MOV	0x44(%RSP),%EDI;
0x3e6fb;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R11,%R14;
0x3e6fe;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;CLTD;
0x3e6ff;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;INC	%R8D;
0x3e702;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IDIVL	0x60(%RSP);
0x3e706;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:78;ADD	%ESI,%EAX;
0x3e708;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:77;ADD	%EDI,%EDX;
0x3e70a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R12,%RDI;
0x3e70d;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;MOVSXD	%EAX,%RCX;
0x3e710;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;MOVSXD	%EDX,%RSI;
0x3e713;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:81;INC	%EDX;
0x3e715;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:80;INC	%EAX;
0x3e717;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%RCX,%R14;
0x3e71b;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;MOVSXD	%EDX,%RDX;
0x3e71e;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;CLTQ;
0x3e720;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%RCX,%RDI;
0x3e724;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RSI,%R14,1),%R15;
0x3e728;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%RDX,%R14;
0x3e72b;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;VMOVSD	(%R9,%R15,8),%XMM0;
0x3e731;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RSI,%RDI,1),%R15;
0x3e735;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%RDX,%RDI;
0x3e738;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;VMOVSD	(%R9,%R14,8),%XMM9;
0x3e73e;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;VMOVSD	(%R10,%R15,8),%XMM1;
0x3e744;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;VMOVSD	(%R10,%RDI,8),%XMM11;
0x3e74a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R11,%RDI;
0x3e74d;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%RAX,%RDI;
0x3e751;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;VMULSD	%XMM1,%XMM1,%XMM8;
0x3e755;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R12,%RAX;
0x3e759;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;VMULSD	%XMM11,%XMM11,%XMM12;
0x3e75e;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RSI,%RDI,1),%R14;
0x3e762;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%RDX,%RDI;
0x3e765;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RSI,%RAX,1),%R15;
0x3e769;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%RAX,%RDX;
0x3e76c;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:82;VMOVSD	(%R9,%R14,8),%XMM14;
0x3e772;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x38(%RSP),%RAX;
