address;source_location;insn;indent
0x4d320;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;ENDBR64;
0x4d324;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;PUSH	%RBP;
0x4d325;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;MOV	%RSP,%RBP;
0x4d328;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;PUSH	%R15;
0x4d32a;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;PUSH	%R14;
0x4d32c;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;PUSH	%R13;
0x4d32e;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;MOV	%RDI,%R13;
0x4d331;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;PUSH	%R12;
0x4d333;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;PUSH	%RBX;
0x4d334;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;AND	$-0x20,%RSP;
0x4d338;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;SUB	$0x20,%RSP;
0x4d33c;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:107;MOV	0x10(%RDI),%EBX;
0x4d33f;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;MOV	0x8(%RDI),%R9D;
0x4d343;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;SUB	%EBX,%R9D;
0x4d346;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;LEA	0x1(%R9),%R14D;
0x4d34a;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;CALL	3b00 <.plt.sec@start+0x530>;
0x4d34f;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;MOV	%EAX,%R12D;
0x4d352;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;CALL	39f0 <.plt.sec@start+0x420>;
0x4d357;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;MOV	%EAX,%ECX;
0x4d359;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;MOV	0xc(%R13),%EAX;
0x4d35d;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;ADD	%EBX,%EAX;
0x4d35f;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;ADD	$0x2,%EAX;
0x4d362;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;SUB	%R14D,%EAX;
0x4d365;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;CLTD;
0x4d366;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;IDIV	%R12D;
0x4d369;/home/penda/aoc/CloverLeaf/src/omp/update_halo.cpp:108;CMP	%EDX,%ECX;
