address;source_location;insn;indent
0x35be0;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	(%RBX,%RAX,1),%YMM5;
0x35be5;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	%YMM5,(%R11,%RAX,1);
0x35beb;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VADDPD	(%R10,%RAX,1),%YMM5,%YMM6;
0x35bf1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VSUBPD	(%R9,%RAX,1),%YMM6,%YMM7;
0x35bf7;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VMOVUPD	%YMM7,(%R8,%RAX,1);
0x35bfd;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	0x20(%RBX,%RAX,1),%YMM8;
0x35c03;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	%YMM8,0x20(%R11,%RAX,1);
0x35c0a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VADDPD	0x20(%R10,%RAX,1),%YMM8,%YMM9;
0x35c11;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VSUBPD	0x20(%R9,%RAX,1),%YMM9,%YMM10;
0x35c18;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VMOVUPD	%YMM10,0x20(%R8,%RAX,1);
0x35c1f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	0x40(%RBX,%RAX,1),%YMM11;
0x35c25;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	%YMM11,0x40(%R11,%RAX,1);
0x35c2c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VADDPD	0x40(%R10,%RAX,1),%YMM11,%YMM12;
0x35c33;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VSUBPD	0x40(%R9,%RAX,1),%YMM12,%YMM13;
0x35c3a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VMOVUPD	%YMM13,0x40(%R8,%RAX,1);
0x35c41;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	0x60(%RBX,%RAX,1),%YMM14;
0x35c47;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	%YMM14,0x60(%R11,%RAX,1);
0x35c4e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VADDPD	0x60(%R10,%RAX,1),%YMM14,%YMM15;
0x35c55;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VSUBPD	0x60(%R9,%RAX,1),%YMM15,%YMM0;
0x35c5c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VMOVUPD	%YMM0,0x60(%R8,%RAX,1);
0x35c63;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	0x80(%RBX,%RAX,1),%YMM1;
0x35c6c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	%YMM1,0x80(%R11,%RAX,1);
0x35c76;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VADDPD	0x80(%R10,%RAX,1),%YMM1,%YMM2;
0x35c80;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VSUBPD	0x80(%R9,%RAX,1),%YMM2,%YMM3;
0x35c8a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VMOVUPD	%YMM3,0x80(%R8,%RAX,1);
0x35c94;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	0xa0(%RBX,%RAX,1),%YMM4;
0x35c9d;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	%YMM4,0xa0(%R11,%RAX,1);
0x35ca7;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VADDPD	0xa0(%R10,%RAX,1),%YMM4,%YMM5;
0x35cb1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VSUBPD	0xa0(%R9,%RAX,1),%YMM5,%YMM6;
0x35cbb;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VMOVUPD	%YMM6,0xa0(%R8,%RAX,1);
0x35cc5;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	0xc0(%RBX,%RAX,1),%YMM7;
0x35cce;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	%YMM7,0xc0(%R11,%RAX,1);
0x35cd8;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VADDPD	0xc0(%R10,%RAX,1),%YMM7,%YMM8;
0x35ce2;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VSUBPD	0xc0(%R9,%RAX,1),%YMM8,%YMM9;
0x35cec;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VMOVUPD	%YMM9,0xc0(%R8,%RAX,1);
0x35cf6;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	0xe0(%RBX,%RAX,1),%YMM10;
0x35cff;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:74;VMOVUPD	%YMM10,0xe0(%R11,%RAX,1);
0x35d09;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VADDPD	0xe0(%R10,%RAX,1),%YMM10,%YMM11;
0x35d13;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VSUBPD	0xe0(%R9,%RAX,1),%YMM11,%YMM12;
0x35d1d;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;VMOVUPD	%YMM12,0xe0(%R8,%RAX,1);
0x35d27;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;ADD	$0x100,%RAX;
0x35d2d;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;CMP	%RAX,0x38(%RSP);
0x35d32;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:75;JNE	35be0 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.3+0x2d0>;
