address;source_location;insn;indent
0x348f0;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;ENDBR64;
0x348f4;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;PUSH	%RBP;
0x348f5;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;MOV	%RSP,%RBP;
0x348f8;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;PUSH	%R15;
0x348fa;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;PUSH	%R14;
0x348fc;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;PUSH	%R13;
0x348fe;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;PUSH	%R12;
0x34900;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;PUSH	%RBX;
0x34901;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;AND	$-0x20,%RSP;
0x34905;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:44;SUB	$0xa0,%RSP;
0x3490c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:45;MOV	0x30(%RDI),%EAX;
0x3490f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:45;MOV	0x34(%RDI),%ECX;
0x34912;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	0x28(%RDI),%ESI;
0x34915;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	0x2c(%RDI),%EBX;
0x34918;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:45;ADD	$0x4,%ECX;
0x3491b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:45;LEA	-0x1(%RAX),%R15D;
0x3491f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;LEA	-0x1(%RSI),%EDX;
0x34922;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:45;MOV	%ECX,0x4c(%RSP);
0x34926;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%EDX,0x48(%RSP);
0x3492a;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;CMP	%ECX,%R15D;
0x3492d;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;JGE	34de3 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.0+0x4f3>;
0x34933;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;LEA	0x4(%RBX),%R14D;
0x34937;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%ECX,%EBX;
0x34939;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;SUB	%R15D,%EBX;
0x3493c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;CMP	%R14D,%EDX;
0x3493f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;JGE	34de3 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.0+0x4f3>;
0x34945;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%RDI,%R12;
0x34948;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%R14D,%EDI;
0x3494b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;SUB	%EDX,%EDI;
0x3494d;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%EDI,0x50(%RSP);
0x34951;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;CALL	3b00 <.plt.sec@start+0x530>;
0x34956;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%EAX,%R13D;
0x34959;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;CALL	39f0 <.plt.sec@start+0x420>;
0x3495e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;XOR	%EDX,%EDX;
0x34960;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%EAX,%EDI;
0x34962;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	0x50(%RSP),%EAX;
0x34966;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;IMUL	%EBX,%EAX;
0x34969;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;DIV	%R13D;
0x3496c;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%EAX,%ESI;
0x3496e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;CMP	%EDX,%EDI;
0x34970;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;JB	34e24 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.0+0x534>;
0x34976;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;IMUL	%ESI,%EDI;
0x34979;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;ADD	%EDX,%EDI;
0x3497b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;LEA	(%RSI,%RDI,1),%R8D;
0x3497f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%R8D,0x44(%RSP);
0x34984;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;CMP	%R8D,%EDI;
0x34987;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;JAE	34de3 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.0+0x4f3>;
0x3498d;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	%EDI,%EAX;
0x3498f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;XOR	%EDX,%EDX;
0x34991;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:46;MOV	0x48(%RSP),%R9D;
0x34996;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:47;MOV	0x10(%R12),%R10;
0x3499b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:47;DIVL	0x50(%RSP);
0x3499f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;MOV	(%R12),%RBX;
0x349a3;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:47;MOV	%R10,0x38(%RSP);
0x349a8;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;MOV	%RBX,0x20(%RSP);
0x349ad;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;LEA	(%RAX,%R15,1),%R11D;
0x349b1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:47;MOV	0x8(%R12),%R15;
0x349b6;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:47;MOV	%R14D,%EAX;
0x349b9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:47;MOV	0x20(%R12),%R14;
0x349be;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;MOV	0x18(%R12),%R12;
0x349c3;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;ADD	%R9D,%EDX;
0x349c6;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;MOVSXD	%R11D,%R11;
0x349c9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;MOV	%EDX,0x70(%RSP);
0x349cd;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;SUB	%EDX,%EAX;
0x349cf;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:47;MOV	%R15,0x30(%RSP);
0x349d4;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:47;MOV	%R14,0x28(%RSP);
0x349d9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;MOV	%R12,0x18(%RSP);
0x349de;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;XCHG	%AX,%AX;
0x349e0;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;CMP	%EAX,%ESI;(237) 
0x349e2;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;CMOVBE	%ESI,%EAX;(237) 
0x349e5;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;MOV	%EAX,0x74(%RSP);(237) 
0x349e9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;ADD	%EDI,%EAX;(237) 
0x349eb;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;MOV	%EAX,0x54(%RSP);(237) 
0x349ef;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;CMP	%EAX,%EDI;(237) 
0x349f1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:48;JAE	34e08 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.0+0x518>;(237) 
0x349f7;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x38(%RSP),%RCX;(237) 
0x349fc;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x30(%RSP),%R13;(237) 
0x34a01;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	0x1(%R11),%R10;(237) 
0x34a05;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x28(%RSP),%RAX;(237) 
0x34a0a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x20(%RSP),%R15;(237) 
0x34a0f;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R10,0x58(%RSP);(237) 
0x34a14;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%R13),%R8;(237) 
0x34a18;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%RCX),%RDI;(237) 
0x34a1b;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RCX),%R9;(237) 
0x34a1f;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%RAX),%R12;(237) 
0x34a22;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%R13),%RCX;(237) 
0x34a26;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	(%R15),%RSI;(237) 
0x34a29;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R11,%RDI;(237) 
0x34a2d;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x18(%RSP),%R13;(237) 
0x34a32;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R11,%R12;(237) 
0x34a36;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%R15),%RDX;(237) 
0x34a3a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R11,%RSI;(237) 
0x34a3e;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	(%R13),%R11;(237) 
0x34a43;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%R13),%R14;(237) 
0x34a47;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%RDI,0x78(%RSP);(237) 
0x34a4c;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;IMUL	%R8,%R10;(237) 
0x34a50;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R12,0x90(%RSP);(237) 
0x34a58;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R11,0x98(%RSP);(237) 
0x34a60;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x74(%RSP),%R11D;(237) 
0x34a65;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R10,%RBX;(237) 
0x34a68;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R10,0x80(%RSP);(237) 
0x34a70;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;SUB	%R8,%RBX;(237) 
0x34a73;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;DEC	%R11D;(237) 
0x34a76;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x10(%RAX),%R8;(237) 
0x34a7a;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%RBX,0x88(%RSP);(237) 
0x34a82;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;CMP	$0x2,%R11D;(237) 
0x34a86;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;JBE	34e18 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.0+0x528>;(237) 
0x34a8c;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOVSXD	0x70(%RSP),%RAX;(237) 
0x34a91;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%RAX,%RDI;(237) 
0x34a94;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	0x1(%RSI,%RAX,1),%R11;(237) 
0x34a99;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RBX,%RAX,1),%RBX;(237) 
0x34a9d;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%R9,%RDI,8),%R15;(237) 
0x34aa1;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%R10,%RAX,1),%RDI;(237) 
0x34aa5;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x98(%RSP),%R10;(237) 
0x34aad;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;SAL	$0x3,%R11;(237) 
0x34ab1;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RCX,%RDI,8),%R13;(237) 
0x34ab5;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	0x74(%RSP),%EDI;(237) 
0x34ab9;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%R12,%RAX,1),%R12;(237) 
0x34abd;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%R10,%RAX;(237) 
0x34ac0;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;MOV	%R13,0x68(%RSP);(237) 
0x34ac5;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%R8,%R12,8),%R12;(237) 
0x34ac9;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RCX,%RBX,8),%R13;(237) 
0x34acd;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;SHR	$0x2,%EDI;(237) 
0x34ad0;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%RDX,%R11,1),%RBX;(237) 
0x34ad4;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%R14,%RAX,8),%R10;(237) 
