address;source_location;insn;indent
0x37bf0;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;ENDBR64;
0x37bf4;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;PUSH	%R15;
0x37bf6;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;PUSH	%R14;
0x37bf8;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;PUSH	%R13;
0x37bfa;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;PUSH	%R12;
0x37bfc;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;PUSH	%RBP;
0x37bfd;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;PUSH	%RBX;
0x37bfe;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;SUB	$0x58,%RSP;
0x37c02;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:109;MOV	0x30(%RDI),%EAX;
0x37c05;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:109;MOV	0x34(%RDI),%EDX;
0x37c08;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;MOV	0x28(%RDI),%EBX;
0x37c0b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:110;MOV	0x2c(%RDI),%ESI;
0x37c0e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:109;ADD	$0x3,%EDX;
0x37c11;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:109;LEA	0x1(%RAX),%R14D;
0x37c15;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:108;MOV	%EBX,0x20(%RSP);
0x37c19;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:109;MOV	%EDX,0x1c(%RSP);
0x37c1d;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:109;CMP	%EDX,%R14D;
