address;source_location;insn;indent
0x37d90;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:120;LEA	-0x2(%RAX),%EDX;
0x37d93;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:128;MOV	%RAX,%RSI;
0x37d96;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:123;MOVSXD	%EDX,%R10;
0x37d99;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;LEA	(%R13,%RCX,1),%R15;
0x37d9e;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%RDI,%RSI;
0x37da1;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%RDI,%RCX;
0x37da4;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:127;MOVSXD	%EDX,%RDX;
0x37da7;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:127;VMOVSD	(%R8,%RCX,8),%XMM1;
0x37dad;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:128;VMOVSD	(%R8,%RSI,8),%XMM0;
0x37db3;/home/penda/aoc/CloverLeaf/src/omp/context.h:69;ADD	%RDI,%RDX;
0x37db6;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:125;VMOVSD	(%R14,%R15,8),%XMM2;
0x37dbc;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:126;VMOVSD	-0x8(%R11,%RAX,8),%XMM3;
0x37dc3;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:127;VSUBSD	(%R8,%RDX,8),%XMM1,%XMM6;
0x37dc9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:128;VSUBSD	%XMM1,%XMM0,%XMM15;
0x37dcd;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:130;VMULSD	%XMM6,%XMM15,%XMM5;
0x37dd1;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:130;VCOMISD	%XMM7,%XMM5;
0x37dd5;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:130;JBE	37e40 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.6+0x250>;
0x37dd7;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:134;VCOMISD	%XMM15,%XMM7;
0x37ddc;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:134;JAE	37e90 <_Z16advec_mom_kerneliiiiRN6clover8Buffer2DIdEES2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_S2_RNS_8Buffer1DIdEES5_iii._omp_fn.6+0x2a0>;
0x37de2;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:133;VMOVSD	%XMM10,%XMM10,%XMM5;
0x37de6;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:133;VMOVSD	%XMM10,%XMM10,%XMM14;
0x37deb;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:132;VUNPCKLPD	%XMM6,%XMM15,%XMM6;
0x37def;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:125;VANDPD	%XMM12,%XMM4,%XMM15;
0x37df4;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:132;VANDPD	%XMM9,%XMM6,%XMM0;
0x37df9;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:125;VDIVSD	%XMM2,%XMM15,%XMM6;
0x37dfd;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:125;VMOVDDUP	%XMM6,%XMM2;
0x37e01;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:138;VSUBSD	%XMM6,%XMM5,%XMM5;
0x37e05;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:138;VADDSUBPD	%XMM2,%XMM8,%XMM15;
0x37e09;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:138;VMULSD	%XMM14,%XMM5,%XMM14;
0x37e0e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VMULPD	%XMM15,%XMM0,%XMM2;
0x37e13;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VMOVHPD	(%R11,%R10,8),%XMM3,%XMM15;
0x37e19;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VMULSD	%XMM11,%XMM3,%XMM3;
0x37e1e;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VDIVPD	%XMM15,%XMM2,%XMM2;
0x37e23;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VUNPCKHPD	%XMM2,%XMM2,%XMM15;
0x37e27;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VADDPD	%XMM2,%XMM15,%XMM2;
0x37e2b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VMULSD	%XMM2,%XMM3,%XMM15;
0x37e2f;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VUNPCKHPD	%XMM0,%XMM0,%XMM2;
0x37e33;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VMINSD	%XMM0,%XMM2,%XMM0;
0x37e37;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:136;VMINSD	%XMM0,%XMM15,%XMM3;
0x37e3b;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:138;VFMADD231SD	%XMM14,%XMM3,%XMM1;
0x37e40;/home/penda/aoc/CloverLeaf/src/omp/advec_mom.cpp:139;VMULSD	%XMM4,%XMM1,%XMM4;
