address;source_location;insn;indent
0x3e510;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;ENDBR64;
0x3e514;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;PUSH	%RBP;
0x3e515;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;MOV	%RSP,%RBP;
0x3e518;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;PUSH	%R15;
0x3e51a;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;PUSH	%R14;
0x3e51c;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;PUSH	%R13;
0x3e51e;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;PUSH	%R12;
0x3e520;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;PUSH	%RBX;
0x3e521;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;MOV	%RDI,%RBX;
0x3e524;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;AND	$-0x20,%RSP;
0x3e528;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;ADD	$-0x80,%RSP;
0x3e52c;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;MOV	0x3c(%RDI),%R14D;
0x3e530;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:76;MOV	0x38(%RDI),%EAX;
0x3e533;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:75;MOV	0x34(%RDI),%R13D;
0x3e537;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:76;SUB	%R14D,%EAX;
0x3e53a;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:76;LEA	0x1(%RAX),%R15D;
0x3e53e;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:76;MOV	%R15D,0x60(%RSP);
0x3e543;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:76;CALL	3b00 <.plt.sec@start+0x530>;
0x3e548;/home/penda/aoc/CloverLeaf/src/omp/field_summary.cpp:76;MOV	%EAX,%R12D;
